id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
NINJ1	8	0.93635	0.93564	0.999995	505	0	0.054562	0.023414	0.069201	0.841944	48	4	0.054562
ARIH2	8	0.90666	0.90598	0.999995	476	0	0.048267	0.025376	0.07416	0.845475	49	4	0.048267
PPARA	8	0.70051	0.71232	0.999995	345	1	0.022622	0.025501	0.074516	0.845475	50	3	0.022622
XPR1	8	0.99547	0.99546	0.999995	569	0	0.030166	0.027229	0.079118	0.845475	51	3	0.030166
BCL3	8	0.66996	0.69214	0.999995	330	1	0.045867	0.027319	0.079297	0.845475	52	4	0.045867
LINGO2	8	0.30016	0.43773	0.999995	177	1	-0.018037	0.027582	0.07992	0.845475	53	3	-0.018037
MERTK	8	0.14509	0.28018	0.999995	114	1	0.015765	0.028199	0.081405	0.845475	54	4	0.015765
BRD7	8	0.80023	0.79835	0.999995	405	0	0.025211	0.028211	0.081444	0.845475	55	2	0.025211
RNF40	8	0.91252	0.91201	0.999995	482	0	0.045831	0.028454	0.082108	0.845475	56	4	0.045831
GYPE	8	0.50131	0.60122	0.999995	268	1	0.047627	0.029097	0.083602	0.845475	57	4	0.047627
DDX18	8	0.67061	0.6925	0.999995	331	1	0.0356	0.029227	0.083968	0.845475	58	4	0.0356
CTSZ	8	0.26292	0.40162	0.999995	160	1	0.046182	0.030278	0.086473	0.855932	59	4	0.046182
KAT5	8	0.62013	0.66101	0.999995	312	1	0.033582	0.032308	0.090758	0.883382	60	2	0.033582
ITGB2	8	0.35935	0.49588	0.999995	205	1	0.033065	0.034996	0.095311	0.907748	61	3	0.033065
GHITM	8	0.91729	0.91668	0.999995	486	0	0.023693	0.035531	0.09637	0.907748	62	2	0.023693
MAN1C1	8	0.2267	0.36722	0.999995	145	1	0.030814	0.037376	0.099746	0.913259	63	3	0.030814
KLRC4-KLRK1	8	0.37121	0.50735	0.999995	213	2	-0.0016162	0.039619	0.10358	0.913259	64	3	-0.0016162
PGM3	8	0.87855	0.87853	0.999995	449	0	0.024385	0.040023	0.10423	0.913259	65	2	0.024385
ERCC6	8	0.91631	0.91574	0.999995	485	0	0.020973	0.042742	0.1088	0.913259	66	2	0.020973
TTC33	8	0.47164	0.58745	0.999995	258	1	0.03145	0.043638	0.11034	0.913259	67	3	0.03145
CDK1	8	0.79643	0.79433	0.999995	401	0	0.011084	0.044328	0.1115	0.913259	68	3	0.011084
SLITRK5	8	0.4254	0.56152	0.999995	245	2	-0.0049971	0.045025	0.11249	0.913259	69	3	-0.0049971
TMEM176B	8	0.4068	0.54257	0.999995	234	2	0.035036	0.046674	0.11544	0.913259	70	3	0.035036
TXNDC17	8	0.93877	0.93841	0.999995	508	0	0.013108	0.047159	0.11637	0.913259	71	2	0.013108
CCDC174	8	0.56384	0.63167	0.999995	290	1	0.023641	0.048354	0.11841	0.913259	72	3	0.023641
DSG1	8	0.9852	0.98493	0.999995	555	0	0.037374	0.049223	0.11987	0.913259	73	2	0.037374
KRT10	8	0.16245	0.30645	0.999995	124	2	-0.0098432	0.051134	0.12334	0.913259	74	2	-0.0098432
ATP6V1B2	8	0.51877	0.60906	0.999995	273	1	0.028493	0.05131	0.12361	0.913259	75	3	0.028493
DAB2	8	0.96642	0.96707	0.999995	540	0	0.015226	0.05156	0.12403	0.913259	76	3	0.015226
DPP10	8	0.75022	0.75148	0.999995	371	1	0.0223	0.052063	0.125	0.913259	77	3	0.0223
LYZ	8	0.9487	0.94893	0.999995	516	0	0.037634	0.052316	0.12539	0.913259	78	3	0.037634
ZNF703	8	0.81444	0.8131	0.999995	410	0	0.02063	0.052569	0.12587	0.913259	79	3	0.02063
CFD	8	0.38334	0.51945	0.999995	220	1	0.02994	0.052771	0.12618	0.913259	80	3	0.02994
ERG	8	0.3777	0.51403	0.999995	217	1	0.001379	0.053026	0.12667	0.913259	81	3	0.001379
CSGALNACT1	8	0.91293	0.91244	0.999995	483	0	0.012862	0.05592	0.13166	0.93269	82	3	0.012862
MYB	8	0.86786	0.8675	0.999995	442	0	-0.0010069	0.056445	0.13256	0.93269	83	3	-0.0010069
JRK	8	0.68085	0.69894	0.999995	334	1	0.034106	0.060467	0.13973	0.971477	84	3	0.034106
TANK	8	0.43317	0.56909	0.999995	252	1	0.016673	0.063686	0.14516	0.984287	85	2	0.016673
SIGLEC5	8	0.33391	0.4714	0.999995	195	2	0.018151	0.064351	0.14616	0.984287	86	3	0.018151
IL18RAP	8	0.90182	0.90128	0.999995	471	0	0.034362	0.064607	0.14663	0.984287	87	2	0.034362
PTPRR	8	0.97643	0.97693	0.999995	548	0	0.026249	0.065769	0.14839	0.984794	88	3	0.026249
LEF1	8	0.81717	0.81596	0.999995	413	0	0.024962	0.068653	0.15365	0.989946	89	3	0.024962
BUD13	8	0.18464	0.32686	0.999995	131	1	0.014005	0.069006	0.15438	0.989946	90	2	0.014005
ZNF823	8	0.36398	0.50025	0.999995	209	1	0.0039693	0.070712	0.15738	0.989946	91	2	0.0039693
PRDM1	8	0.48905	0.59531	0.999995	264	1	0.018505	0.071005	0.15789	0.989946	92	3	0.018505
RELB	8	0.76366	0.76346	0.999995	378	1	0.019544	0.07119	0.15818	0.989946	93	2	0.019544
RPN1	8	0.89605	0.89545	0.999995	465	0	0.036278	0.071898	0.15934	0.989946	94	3	0.036278
FASLG	8	0.8862	0.88603	0.999995	454	0	-0.0013233	0.075431	0.16538	0.999995	95	2	-0.0013233
CTR9	8	0.2972	0.43493	0.999995	175	2	0.013149	0.075525	0.16553	0.999995	96	3	0.013149
ATP2B4	8	0.84397	0.84249	0.999995	424	0	0.026742	0.076754	0.16773	0.999995	97	3	0.026742
CYBA	8	0.29386	0.43124	0.999995	173	1	0.0086514	0.077031	0.16829	0.999995	98	2	0.0086514
IRF7	8	0.25765	0.39643	0.999995	158	1	0.021674	0.078629	0.17086	0.999995	99	1	0.021674
MAP2K6	8	0.59127	0.64543	0.999995	301	1	0.0024999	0.082089	0.17656	0.999995	100	3	0.0024999
PAF1	8	0.13232	0.25947	0.999995	105	2	0.044354	0.086051	0.18302	0.999995	101	3	0.044354
SNX13	8	0.15752	0.2998	0.999995	121	2	0.014863	0.087076	0.18463	0.999995	102	2	0.014863
FUT2	8	0.048394	0.12399	0.999995	64	2	0.040596	0.088592	0.18739	0.999995	103	3	0.040596
NFKBIB	8	0.33933	0.47652	0.999995	197	1	0.017827	0.090256	0.19038	0.999995	104	3	0.017827
DDOST	8	0.79771	0.79566	0.999995	403	0	-0.025215	0.09261	0.19419	0.999995	105	3	-0.025215
CBLL1	8	0.99215	0.99213	0.999995	563	0	0.027096	0.092949	0.19488	0.999995	106	3	0.027096
KRAS	8	0.4938	0.59766	0.999995	266	1	0.011488	0.093969	0.19671	0.999995	107	3	0.011488
IFNAR1	8	0.63174	0.668	0.999995	318	1	0.0099312	0.094475	0.19763	0.999995	108	1	0.0099312
HLA-DRB5	8	0.14417	0.27856	0.999995	112	2	-0.013764	0.096047	0.2	0.999995	109	1	-0.013764
TLR7	8	0.96254	0.96312	0.999995	532	0	0.0245	0.099693	0.20612	0.999995	110	2	0.0245
BPTF	8	0.78239	0.7807	0.999995	391	1	0.021887	0.10077	0.20809	0.999995	111	2	0.021887
GSX1	8	0.90204	0.90148	0.999995	472	0	0.012521	0.10374	0.2126	0.999995	112	3	0.012521
SERHL2	8	0.8616	0.86064	0.999995	438	0	0.014247	0.10402	0.21304	0.999995	113	2	0.014247
PAIP1	8	0.54782	0.6234	0.999995	282	1	0.0035054	0.10543	0.21534	0.999995	114	2	0.0035054
ANGPTL6	8	0.88923	0.88921	0.999995	457	0	0.041735	0.10662	0.21723	0.999995	115	3	0.041735
P2RY11	8	0.50873	0.60453	0.999995	271	1	0.0027765	0.10698	0.21777	0.999995	116	2	0.0027765
C2	8	0.27348	0.41171	0.999995	166	2	-0.034762	0.11285	0.22719	0.999995	117	2	-0.034762
FCGR2B	8	0.74143	0.74388	0.999995	366	1	-0.010042	0.11341	0.22806	0.999995	118	2	-0.010042
KIF15	8	0.073828	0.16661	0.999995	75	3	-0.027693	0.11472	0.23031	0.999995	119	1	-0.027693
INTS10	8	0.66274	0.68745	0.999995	326	1	0.020194	0.11622	0.23285	0.999995	120	3	0.020194
DEPDC5	8	0.37323	0.50941	0.999995	214	2	0.011606	0.11933	0.23805	0.999995	121	2	0.011606
TMEM176A	8	0.44762	0.577	0.999995	256	1	0.0073907	0.12001	0.23915	0.999995	122	3	0.0073907
MS4A7	8	0.87936	0.87923	0.999995	451	0	0.035944	0.12116	0.24102	0.999995	123	3	0.035944
GABRG2	8	0.59595	0.64781	0.999995	303	1	-0.018428	0.1224	0.24313	0.999995	124	1	-0.018428
GSDMA	8	0.94082	0.94037	0.999995	509	0	-0.012028	0.12534	0.24764	0.999995	125	2	-0.012028
NFATC2	8	0.78329	0.7815	0.999995	392	1	0.028396	0.12619	0.24914	0.999995	126	3	0.028396
IRF3	8	0.68148	0.69931	0.999995	335	1	0.012767	0.1265	0.24959	0.999995	127	2	0.012767
AP3B1	8	0.34409	0.48125	0.999995	199	1	0.047465	0.12697	0.25034	0.999995	128	3	0.047465
HLA-A	8	0.87498	0.87507	0.999995	446	0	-0.014642	0.12698	0.25035	0.999995	129	1	-0.014642
NOD2	8	0.55967	0.62971	0.999995	288	1	0.04597	0.13092	0.25647	0.999995	130	3	0.04597
ITGAL	8	0.91921	0.91874	0.999995	488	0	0.040866	0.13171	0.25762	0.999995	131	3	0.040866
MEF2A	8	0.97112	0.9718	0.999995	544	0	0.037268	0.13349	0.26087	0.999995	132	2	0.037268
DBF4	8	0.4775	0.5904	0.999995	261	1	0.019607	0.13456	0.26253	0.999995	133	2	0.019607
IL12B	8	0.34071	0.47805	0.999995	198	2	0.012161	0.13584	0.26422	0.999995	134	2	0.012161
DMD	8	0.4201	0.55625	0.999995	244	2	-0.017089	0.13643	0.26475	0.999995	135	2	-0.017089
NAMPT	8	0.7372	0.74055	0.999995	363	1	-0.033949	0.13758	0.26583	0.999995	136	1	-0.033949
AQP11	8	0.32031	0.45782	0.999995	188	2	-0.016552	0.1394	0.26773	0.999995	137	2	-0.016552
CD47	8	0.85125	0.84975	0.999995	431	0	-0.0099708	0.14059	0.26884	0.999995	138	1	-0.0099708
UNG	8	0.97824	0.97848	0.999995	549	0	0.044907	0.14238	0.27073	0.999995	139	2	0.044907
JAZF1	8	0.32983	0.46711	0.999995	193	2	0.0027322	0.14509	0.27335	0.999995	140	1	0.0027322
TIFAB	8	0.62306	0.66263	0.999995	313	1	-0.0061817	0.1496	0.27785	0.999995	141	2	-0.0061817
MIB2	8	0.21567	0.35652	0.999995	138	2	-0.053488	0.1555	0.28322	0.999995	142	1	-0.053488
CEP290	8	0.83674	0.83542	0.999995	421	0	0.017521	0.15629	0.28411	0.999995	143	2	0.017521
GOSR2	8	0.75826	0.75867	0.999995	375	1	0.00054867	0.15698	0.28483	0.999995	144	1	0.00054867
DLG2	8	0.68462	0.70143	0.999995	339	1	0.011963	0.16492	0.29303	0.999995	145	2	0.011963
NFIC	8	0.432	0.56792	0.999995	251	2	0.023469	0.16726	0.29538	0.999995	146	1	0.023469
STAT3	8	0.84864	0.84714	0.999995	427	0	0.010232	0.17164	0.29972	0.999995	147	1	0.010232
EGR2	8	0.76171	0.76165	0.999995	376	1	-0.0016239	0.17492	0.30269	0.999995	148	2	-0.0016239
TRAF3	8	0.00015719	0.00091555	0.019803	27	5	-0.086792	0.17744	0.30518	0.999995	149	1	-0.086792
HLA-B	8	0.21844	0.35925	0.999995	140	1	0.013317	0.17807	0.30576	0.999995	150	2	0.013317
TSPAN4	8	0.9209	0.92044	0.999995	491	0	0.038629	0.17997	0.30751	0.999995	151	2	0.038629
NCAPD2	8	0.96274	0.96327	0.999995	533	0	0.0044242	0.1832	0.31077	0.999995	152	1	0.0044242
DMAP1	8	0.47847	0.59087	0.999995	262	1	0.026818	0.18441	0.31201	0.999995	153	2	0.026818
TMEM258	8	0.1294	0.25496	0.999995	103	3	0.011098	0.1876	0.31515	0.999995	154	2	0.011098
ICAM1	8	0.83744	0.83605	0.999995	422	0	0.047162	0.19321	0.32086	0.999995	155	2	0.047162
SMAD7	8	0.74818	0.74969	0.999995	370	1	-0.039055	0.19746	0.32556	0.999995	156	1	-0.039055
HLA-DOB	8	0.45372	0.57959	0.999995	257	1	0.032673	0.19787	0.32597	0.999995	157	2	0.032673
ADCY4	8	0.76268	0.76258	0.999995	377	1	0.025916	0.2017	0.32955	0.999995	158	1	0.025916
ECSIT	8	0.54953	0.62426	0.999995	283	1	0.029162	0.20451	0.33276	0.999995	159	2	0.029162
CARD10	8	0.28111	0.41865	0.999995	168	1	-0.004706	0.20591	0.33415	0.999995	160	2	-0.004706
B4GALT1	8	0.79039	0.78823	0.999995	396	1	-0.0057398	0.2076	0.33593	0.999995	161	2	-0.0057398
TMEM56-RWDD3	8	0.95881	0.95937	0.999995	528	0	0.024198	0.20871	0.33693	0.999995	162	1	0.024198
G6PD	8	0.66207	0.68704	0.999995	325	1	-0.0065254	0.20955	0.33793	0.999995	163	2	-0.0065254
TGIF1	8	0.35702	0.49382	0.999995	204	1	0.0089918	0.21011	0.33859	0.999995	164	1	0.0089918
ZNRD1	8	0.68525	0.70176	0.999995	340	1	0.013376	0.21086	0.33928	0.999995	165	2	0.013376
MAPK8	8	0.59673	0.64823	0.999995	304	1	0.01957	0.2115	0.33986	0.999995	166	1	0.01957
SMARCC2	8	0.38604	0.52212	0.999995	221	2	-0.014447	0.21413	0.34265	0.999995	167	2	-0.014447
IL2RA	8	0.43397	0.5701	0.999995	253	2	0.012632	0.21567	0.34403	0.999995	168	2	0.012632
USP21	8	0.6303	0.66707	0.999995	317	1	0.028089	0.22069	0.34931	0.999995	169	2	0.028089
HSPD1	8	0.91806	0.91746	0.999995	487	0	0.044056	0.22944	0.3586	0.999995	170	1	0.044056
S100A9	8	0.42688	0.56304	0.999995	246	1	0.029255	0.22994	0.35915	0.999995	171	2	0.029255
GPX4	8	0.81678	0.81542	0.999995	412	0	0.013492	0.23193	0.36119	0.999995	172	2	0.013492
MRPL51	8	0.94351	0.94329	0.999995	512	0	-0.0043705	0.23216	0.36143	0.999995	173	1	-0.0043705
RBX1	8	0.033864	0.095717	0.921397	59	4	-0.036095	0.23392	0.36298	0.999995	174	2	-0.036095
NOTCH4	8	0.30765	0.44564	0.999995	183	1	0.016217	0.23458	0.36364	0.999995	175	2	0.016217
PSCA	8	0.6634	0.68786	0.999995	327	1	0.016897	0.23525	0.36436	0.999995	176	2	0.016897
HAX1	8	0.095337	0.20166	0.999995	82	3	-0.0093175	0.23791	0.36695	0.999995	177	2	-0.0093175
ASCC1	8	0.97034	0.97105	0.999995	543	0	0.037504	0.24257	0.37158	0.999995	178	2	0.037504
GNRH1	8	0.076138	0.17057	0.999995	77	3	-0.02069	0.24433	0.37316	0.999995	179	2	-0.02069
APOM	8	0.09862	0.20681	0.999995	85	2	-0.031796	0.24457	0.3734	0.999995	180	2	-0.031796
SDE2	8	0.89195	0.89155	0.999995	460	0	-0.0088222	0.24567	0.3746	0.999995	181	1	-0.0088222
BCL9L	8	0.3894	0.52542	0.999995	223	2	-0.034238	0.24591	0.37474	0.999995	182	2	-0.034238
HIST1H3G	8	0.40437	0.54005	0.999995	232	1	-0.0090754	0.24701	0.37582	0.999995	183	1	-0.0090754
TLR1	8	0.034151	0.096242	0.921397	61	4	-0.017897	0.25126	0.3802	0.999995	184	2	-0.017897
PPAN-P2RY11	8	0.8048	0.80305	0.999995	406	0	-0.011596	0.25235	0.38109	0.999995	185	1	-0.011596
SLC2A8	8	0.97975	0.97979	0.999995	550	0	0.013251	0.25328	0.38194	0.999995	186	2	0.013251
LRP1B	8	0.78149	0.77988	0.999995	390	1	-0.026555	0.25462	0.38328	0.999995	187	2	-0.026555
UQCRH	8	0.0033914	0.014505	0.22032	38	2	-0.0032688	0.255	0.38368	0.999995	188	1	-0.0032688
ACP5	8	0.95265	0.95296	0.999995	521	0	0.03359	0.25865	0.38771	0.999995	189	2	0.03359
NFYC	8	0.15865	0.3016	0.999995	122	3	-0.050106	0.25897	0.38801	0.999995	190	1	-0.050106
MDC	8	0.94755	0.94765	0.999995	515	0	0.024606	0.25932	0.3884	0.999995	191	2	0.024606
PRF1	8	0.36858	0.50475	0.999995	211	1	0.0053114	0.26029	0.38948	0.999995	192	2	0.0053114
HLA-C	8	0.87692	0.87678	0.999995	448	0	0.021751	0.26067	0.38998	0.999995	193	2	0.021751
UQCR10	8	0.94111	0.94064	0.999995	510	0	0.028986	0.27076	0.40033	0.999995	194	1	0.028986
PIGT	8	0.93304	0.93249	0.999995	502	0	-0.0012731	0.27145	0.40091	0.999995	195	2	-0.0012731
CCNG1	8	0.74612	0.74792	0.999995	368	1	0.0023727	0.27206	0.4016	0.999995	196	2	0.0023727
HMGB1	8	0.55884	0.6292	0.999995	287	1	0.0093693	0.27336	0.40295	0.999995	197	1	0.0093693
CBFB	8	0.91958	0.91911	0.999995	489	0	0.0065682	0.27483	0.40429	0.999995	198	2	0.0065682
MSN	8	0.79126	0.78914	0.999995	397	1	-0.024434	0.27754	0.40699	0.999995	199	2	-0.024434
TRPS1	8	0.91005	0.90962	0.999995	480	0	-0.0054391	0.27889	0.40803	0.999995	200	2	-0.0054391
CASP10	8	0.98922	0.98908	0.999995	560	0	0.043517	0.2816	0.41098	0.999995	201	2	0.043517
TRAPPC9	8	0.18441	0.32668	0.999995	130	2	-0.00287	0.28239	0.41169	0.999995	202	2	-0.00287
GSDMD	8	0.5655	0.63259	0.999995	291	1	0.019955	0.28363	0.41323	0.999995	203	2	0.019955
KIF23	8	0.3273	0.46457	0.999995	192	1	0.0080566	0.28367	0.41329	0.999995	204	1	0.0080566
BYSL	8	0.71225	0.72143	0.999995	350	1	0.0043673	0.28634	0.41599	0.999995	205	2	0.0043673
UBE2N	8	0.096025	0.20271	0.999995	83	3	-0.022314	0.28702	0.41677	0.999995	206	2	-0.022314
GSDMB	8	0.36513	0.50125	0.999995	210	1	0.0035187	0.28905	0.41873	0.999995	207	2	0.0035187
PIK3CD	8	0.19658	0.33832	0.999995	132	2	-0.033345	0.29177	0.42151	0.999995	208	2	-0.033345
SAA1	8	0.58733	0.64326	0.999995	299	1	-0.011479	0.29259	0.42232	0.999995	209	1	-0.011479
HLA-DQB1	8	0.95849	0.95912	0.999995	527	0	0.031276	0.29312	0.42305	0.999995	210	2	0.031276
CSMD3	8	0.31623	0.45397	0.999995	186	2	-0.017252	0.29512	0.42539	0.999995	211	2	-0.017252
NSF	8	0.17599	0.31895	0.999995	128	1	0.0094416	0.29516	0.42541	0.999995	212	2	0.0094416
FOXF1	8	0.70643	0.71689	0.999995	348	1	-0.019473	0.30141	0.43233	0.999995	213	1	-0.019473
TRAF2	8	0.56134	0.63045	0.999995	289	1	0.031242	0.30641	0.43777	0.999995	214	1	0.031242
IRAK3	8	0.57207	0.63596	0.999995	294	1	0.013309	0.30807	0.43962	0.999995	215	2	0.013309
TMCO4	8	0.78995	0.78776	0.999995	395	1	0.017754	0.30875	0.4404	0.999995	216	2	0.017754
ASH2L	8	0.75627	0.75673	0.999995	373	1	0.026355	0.31419	0.44608	0.999995	217	2	0.026355
C1orf141	8	0.76989	0.76924	0.999995	383	1	0.022179	0.31508	0.44683	0.999995	218	1	0.022179
NFKBIE	8	0.11887	0.23884	0.999995	98	3	-0.029375	0.31623	0.448	0.999995	219	2	-0.029375
IL23R	8	0.77783	0.77603	0.999995	389	1	-0.00021818	0.31631	0.44807	0.999995	220	1	-0.00021818
TADA3	8	0.93008	0.92935	0.999995	497	0	0.0048541	0.31759	0.44946	0.999995	221	2	0.0048541
CBX7	8	0.96453	0.96501	0.999995	535	0	0.035815	0.31963	0.45142	0.999995	222	2	0.035815
GYPC	8	0.79429	0.79213	0.999995	399	1	0.0059913	0.32031	0.45208	0.999995	223	2	0.0059913
DGKA	8	0.099156	0.20777	0.999995	87	2	-0.01783	0.32365	0.45541	0.999995	224	1	-0.01783
RAB32	8	0.43068	0.56662	0.999995	249	2	0.014267	0.32507	0.45702	0.999995	225	2	0.014267
PPP2R1B	8	0.3961	0.53197	0.999995	226	2	-0.020763	0.32643	0.45825	0.999995	226	2	-0.020763
RNGTT	8	0.55293	0.62616	0.999995	285	1	-0.02392	0.32711	0.4591	0.999995	227	2	-0.02392
LY96	8	0.0020034	0.0087052	0.141217	36	3	-0.021975	0.3273	0.45932	0.999995	228	1	-0.021975
TLR5	8	0.85604	0.85481	0.999995	433	0	0.017652	0.32779	0.45974	0.999995	229	2	0.017652
ELK1	8	0.29652	0.43419	0.999995	174	2	0.011734	0.32972	0.46194	0.999995	230	1	0.011734
RIPK1	8	0.76462	0.76425	0.999995	379	1	0.0077864	0.33093	0.4633	0.999995	231	1	0.0077864
MAP3K14	8	0.92455	0.92425	0.999995	494	0	-0.0048511	0.33187	0.46443	0.999995	232	2	-0.0048511
JUN	8	0.95157	0.95175	0.999995	520	0	0.015428	0.33459	0.46718	0.999995	233	2	0.015428
WWC3	8	0.73291	0.73722	0.999995	360	1	0.032333	0.34207	0.47496	0.999995	234	2	0.032333
E2F7	8	0.89722	0.89681	0.999995	466	0	0.013207	0.34527	0.47817	0.999995	235	1	0.013207
PRKCQ	8	0.92164	0.92121	0.999995	492	0	0.019694	0.34614	0.47897	0.999995	236	2	0.019694
CTNS	8	0.37657	0.51284	0.999995	216	1	-0.020138	0.34646	0.47923	0.999995	237	1	-0.020138
MIDN	8	0.32099	0.45842	0.999995	189	2	-0.0056393	0.34764	0.48046	0.999995	238	1	-0.0056393
SLC39A7	8	0.23894	0.37877	0.999995	150	1	-0.0065748	0.34886	0.48177	0.999995	239	2	-0.0065748
FADD	8	0.21429	0.35544	0.999995	136	2	-0.030114	0.34954	0.48252	0.999995	240	2	-0.030114
LRRFIP2	8	0.93288	0.93231	0.999995	501	0	-0.0094788	0.35157	0.48472	0.999995	241	2	-0.0094788
RAC1	8	0.19916	0.34062	0.999995	133	2	-0.022402	0.35361	0.48668	0.999995	242	2	-0.022402
